train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,learning_rate
0.04114211419620977,0.022194550153617976,0.40901589420665635,0.5490304502237641,0.10788630378742642,0.1599123268846085,0.0005
0.023798172758998128,0.019461153357345995,0.5164558484425313,0.5663243713964191,0.2463996377256486,0.29000260384842735,0.0005
0.020260118972963904,0.016781287250175275,0.5668069091629767,0.6265582931870257,0.28579681585933625,0.2988393711825786,0.0005
0.0181092592640904,0.015624372058807885,0.598944874811871,0.5711414560715977,0.30907699993117715,0.3733903798363552,0.0005
0.017033254792041375,0.014410475732770486,0.6081944807429891,0.6555251361994486,0.3360949667062212,0.3773582088846341,0.0005
0.015696050947178367,0.014627713232331899,0.6245628231581069,0.6477718497082842,0.3614540025454167,0.3339042046563883,0.0005
0.014822941832929737,0.01542182690942739,0.643609086650545,0.6545410343674037,0.3688602490923155,0.2956783893745229,0.0005
0.014507513770943543,0.01356213753667502,0.6520977470321728,0.6671245457420597,0.38202211681195847,0.3632904430495872,0.0005
0.013486683605866346,0.014094977724960552,0.666059740251851,0.6765301379669856,0.3988627605809896,0.3737597535487002,0.0005
0.013347108011055849,0.012707411174977788,0.6742183282803463,0.6960783230323069,0.39757846897822857,0.40896249355084235,0.0005
0.013002654574766077,0.014213198648660373,0.6753383153881249,0.6569951342638932,0.399638957223758,0.3803698722849977,0.0005
0.012177461681172484,0.014463142159473395,0.6861982053300438,0.6698937714967905,0.41139372920305506,0.33382631284203657,0.0005
0.01220537146201338,0.013001805211162707,0.6862701233739243,0.6875507697863497,0.4073640570658271,0.3940323322454739,0.0005
0.01159119925949216,0.011976867574306188,0.6931012852497787,0.71027836979242,0.421923369142657,0.4115211561331115,0.0005
0.011380085352184923,0.013086208330902004,0.6944916444313513,0.6802463179649205,0.42758844775074717,0.365195411524596,0.0005
0.011064301036930386,0.013307816838414003,0.7038735709242674,0.695588625896769,0.4394073241976399,0.3785439543026437,0.0005
0.01108016663713021,0.011374203574223501,0.7077105987834342,0.713223967033082,0.44512129410893075,0.45127572693162077,0.0005
0.010705169119073175,0.011558773428692508,0.711894882516903,0.7066477293913116,0.45638285697941405,0.4646485587784788,0.0005
0.01058896355397024,0.012312878478096912,0.7132248109011474,0.7104049708847773,0.46364469275961734,0.43193653429041434,0.0005
0.010132701074676374,0.012538179328728713,0.7235497795404962,0.7242500337534586,0.47616482177874997,0.46221624605815603,0.0005
0.009995960674275483,0.013127797966223693,0.7273668191789044,0.7136040017521722,0.48194392315261236,0.42179012716922143,0.0005
0.008716954059419479,0.011056242591643102,0.7600687058025843,0.7482426734927717,0.5194149870307484,0.4814832347540657,0.00025
0.008352553825972449,0.011610531860934794,0.7659424128133572,0.7423333920686237,0.5321197013990678,0.49368259891082833,0.00025
0.008108257427807165,0.012384405804708521,0.7683039856795362,0.7343267573746827,0.5414638067981742,0.4724679595727728,0.00025
0.007804527978634229,0.01312875882754942,0.7757963580721027,0.7408180957724538,0.5493292263730227,0.4822590334071233,0.00025
