train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,learning_rate
0.04023076405462734,0.02202252611975609,0.4070735920665092,0.5429052340640865,0.14289698777294021,0.18207877293908917,0.0005
0.02213962021365861,0.020744107341962394,0.5006011834635423,0.4479555654864704,0.2525954712736022,0.03382170150786496,0.0005
0.01908954760768579,0.01823701340218766,0.5413455831821576,0.5434651294698704,0.27810213343846596,0.23833478757123439,0.0005
0.017578156489742567,0.01643033207554092,0.5743963227320472,0.606299682444983,0.3017918754285895,0.28894677430121557,0.0005
0.016016062412428755,0.026347014249902292,0.6087235967256848,0.49973823385975896,0.33564575967162424,0.2501731388276641,0.0005
0.015147634158167483,0.016911017191835315,0.6219951948860033,0.564483158720067,0.3508965313659674,0.1553279738112323,0.0005
0.014155085774869477,0.016922234844396762,0.6446018547063118,0.6029453175219508,0.36904295760112316,0.32687362347924537,0.0005
0.01387328334081062,0.015099377411857042,0.6468803524335819,0.6252083494496519,0.3730516780776034,0.3799946549520515,0.0005
0.013173459174519727,0.01433350744113361,0.6613457520330795,0.6289064730669222,0.3891425581508652,0.35236084902606934,0.0005
0.013034080791831415,0.013029579421002285,0.6651664206378005,0.6827878067820364,0.3896586062936388,0.3621559681661834,0.0005
0.01226627541558224,0.014181749008982576,0.6795072588023867,0.6557069591586391,0.4081062606411078,0.35948207821656514,0.0005
0.011970296066609366,0.01306585150857877,0.6863969393727574,0.633048169259843,0.41820457857384224,0.44725396291928493,0.0005
0.011734453946909631,0.012662827339209728,0.6963040113391039,0.7065781064728566,0.42790816832915196,0.4132803793905932,0.0005
0.011503337337928696,0.013342101160680573,0.7007365039238924,0.6719766318802557,0.4435499924624547,0.38206684600559443,0.0005
0.011163494551352933,0.013429966862985752,0.7113227166355388,0.6815475699243224,0.45230633784504143,0.42859891856027854,0.0005
0.010758032970432457,0.012578090487269386,0.7156081047813738,0.6987098045625844,0.46406387413911787,0.42386872707506107,0.0005
0.010854511177543656,0.012924211416271134,0.7146344222800828,0.7079045485297916,0.4639268869887203,0.40665744914873114,0.0005
0.010473094511324606,0.012235024900511829,0.722096675931693,0.7187210980645516,0.4746429716166653,0.454767707710143,0.0005
0.009943814891489808,0.01334423191566594,0.7345312799042149,0.7093549721770848,0.480984930346888,0.4318803795640025,0.0005
0.009908046547292139,0.013185332018865565,0.7346771602403332,0.717041465850213,0.4900811648722807,0.4552618275875559,0.0005
0.009645331457017738,0.01318150284062819,0.7353669211949051,0.6945146408130051,0.4942057112779314,0.4353565699013323,0.0005
0.009266802073236066,0.013700651881189093,0.7471625027490222,0.7176090037737667,0.503474114027317,0.4396588668413753,0.0005
0.00828668679091176,0.012511475578195754,0.7704209671251052,0.7360123591605088,0.5380796525931495,0.47614843506537746,0.00025
0.0078049534359817445,0.0122276523137415,0.7765705950390128,0.7589577701138726,0.5462102529163434,0.49786288866498285,0.00025
0.00753928749746464,0.012063171482494459,0.7842723898398233,0.7164253276445315,0.5607302376526113,0.5081936006860884,0.00025
